Time,S0Read,S0Write,S1Read,S1Write
01:26:18,2969.40,2530.10,101.14,103.01
01:26:20,2965.65,2525.64,98.47,99.52
01:26:22,2917.31,2486.55,91.96,91.01
01:26:24,2971.09,2525.70,93.78,95.55
01:26:26,2927.17,2504.96,95.53,98.76
01:26:28,2981.28,2539.60,98.08,100.32
01:26:30,2967.03,2525.59,95.67,98.42
01:26:32,2937.07,2506.12,95.59,98.10
01:26:34,3005.09,2551.22,98.94,100.49
01:26:36,2940.57,2517.13,95.55,98.01
01:26:38,2994.73,2551.03,97.35,99.97
01:26:40,2930.99,2509.07,95.90,99.82
01:26:42,3173.03,2533.43,98.13,99.65
01:26:44,2956.38,2515.32,86.64,85.05
01:26:46,2904.75,2474.18,92.66,94.47
01:26:48,3411.38,2563.25,104.83,108.26
01:26:50,2941.82,2508.92,97.66,100.20
01:26:52,3013.89,2556.53,98.89,100.87
01:26:54,2991.06,2546.99,105.09,105.66
01:26:56,2985.17,2538.91,98.53,101.52
01:26:58,3017.43,2555.69,100.74,102.23
01:27:00,2960.88,2514.66,99.72,100.55
01:27:02,2985.72,2545.29,99.74,100.27
01:27:04,2942.55,2515.96,97.65,100.56
01:27:06,2949.64,2517.42,96.22,99.59
01:27:08,2985.58,2540.66,96.45,98.27
01:27:10,2941.49,2510.70,105.20,101.78
01:27:12,3008.55,2551.08,97.87,100.92
01:27:14,3173.81,2531.85,100.54,103.90
01:27:16,2987.41,2538.68,95.55,97.13
01:27:18,3383.05,2538.80,102.91,107.01
01:27:20,2884.28,2455.68,85.56,85.58
01:27:22,2980.68,2519.66,102.81,100.51
01:27:24,2918.65,2476.59,90.02,89.71
01:27:26,2985.59,2521.84,89.77,91.21
01:27:28,2938.90,2498.93,98.19,95.73
01:27:30,2975.94,2535.64,99.39,100.65
01:27:32,2977.10,2533.28,97.42,99.59
01:27:34,2942.24,2505.96,98.28,100.89
01:27:36,2970.52,2529.99,94.58,97.37
01:27:38,2955.61,2514.58,98.10,100.95
01:27:40,2998.61,2541.03,94.44,94.87
01:27:42,2984.76,2535.10,93.71,94.81
01:27:44,3172.14,2539.40,99.69,102.12
01:27:46,3187.94,2557.51,98.86,102.49
01:27:48,2939.91,2512.68,93.16,93.64
01:27:50,3107.25,2543.15,96.42,98.88
01:27:52,3718.99,2569.87,118.63,125.91
01:27:54,2951.44,2513.24,102.58,98.09
01:27:56,3004.15,2551.49,94.43,94.61
01:27:58,2938.34,2515.01,95.51,94.59
01:28:00,2996.49,2550.01,95.94,95.03
01:28:02,2937.91,2510.77,94.57,92.52
01:28:04,2979.52,2542.37,92.27,91.01
01:28:06,2978.37,2533.70,92.25,92.10
01:28:08,2947.00,2510.13,94.51,94.11
01:28:10,2978.68,2533.46,101.13,93.97
01:28:12,2957.82,2520.43,91.57,91.47
01:28:14,2982.66,2540.25,91.73,92.05
01:28:16,2974.64,2516.40,109.59,101.15
01:28:18,3173.04,2519.83,94.56,88.93
01:28:20,2968.19,2513.01,83.66,79.01
01:28:22,2942.21,2493.80,88.99,80.06
01:28:24,3396.24,2546.26,97.70,101.13
01:28:26,2960.33,2525.85,91.79,92.42
01:28:28,2949.30,2522.17,99.83,95.59
01:28:30,2985.77,2543.86,94.13,94.17
01:28:32,2964.78,2525.23,94.54,92.06
01:28:34,3012.55,2546.15,92.76,92.59
